sense,sentence,centroid_cs
game.n.03,"A two run homer by Norm Siebern and a solo blast by Bill Tuttle tied the game , and single runs in the eighth and ninth gave the Athletics their fifth victory in eight starts .",0.6236610003928913
game.n.03,Hansen will engage in his first workout at Miami Stadium prior to the opening tomorrow night of a two game weekend series with the New York Yankees .,0.5452183278402403
game.n.03,"Ralph Houk , successor to Casey Stengel at the Yankee helm , plans to bring the entire New York squad here from St. Petersburg , including Joe Dimaggio and large crowds are anticipated for both weekend games .",0.6750301935423656
game.n.03,"Just before game time , Robinson 's pretty wife , Connie informed him that an addition to the family can be expected late next summer .",0.7523409990936607
game.n.03,Waters injured his left knee in the last game of the 1960 season .,0.6680049418970456
game.n.03,It 's really quite fun - as long as you like games .,0.7443824408632005
game.n.03,"Nor is it an accident that baseball , growing into the national game in the last 75 years , has become a microcosm of American life , that learned societies such as the American Folklore Society and the American Historical Association were founded in the 1880's , or that courses in American literature , American civilization , American anything have swept our school and college curricula .",0.7675794675543884
game.n.03,"Let us not try to key them out at this stage of the game , and let us just call them Bombus ; there must be several dozen species in the United States alone .",0.8082398189295615
game.n.03,"It was rather a childish game , all in all , but everybody seemed to be getting into the spirit of the thing and he could not remember when he had enjoyed planning anything quite so much .",0.7982380932639784
game.n.03,"It was late , we were playing kissing games , and Jessica and I called on to kiss in front of the others .",0.7694150100161088
game.n.03,"Thus shielded , we played many foolish games in comfortable unselfconsciousness ; even when the fences became a part of the game - when a vine embowered gate-post was the Sleeping Beauty 's enchanted castle , or when Rapunzel let down her golden hair from beneath the crocketed spire , even then we paid little heed to those who went by on the path outside .",0.8148419014355409
game.n.03,"Thus shielded , we played many foolish games in comfortable unselfconsciousness ; even when the fences became a part of the game - when a vine embowered gate-post was the Sleeping Beauty 's enchanted castle , or when Rapunzel let down her golden hair from beneath the crocketed spire , even then we paid little heed to those who went by on the path outside .",0.8148419014355409
game.n.03,"Usually she marked the few who did thank you , you did n't get that kind much in a place like this : and she played a little game with herself , seeing how downright rude she could act to the others , before they 'd take offense , threaten to call the manager .",0.7000303243692267
game.n.02,"Bill Kunkel , Bob Hartman and Ed Keegan did the mound chores for the club down from West Palm Beach to play the game before 767 paying customers in Miami Stadium .",0.8071075159534595
game.n.02,"Moritz was bothered during the first two games this year by a pulled muscle in the thigh of his right ( kicking ) leg and , as a result , several of his successful conversions have gone barely far enough .",0.7411957455214673
game.n.02,"He kicked several while playing at Stamford High School , including one that beat Anson , 3 - 0 , in a 1953 district game .",0.831426036384739
game.n.02,"His statistical record that year , when Texas won only one game and lost nine , was far from impressive : he carried the ball three times for a net gain of 10 yards , punted once for 39 yards and caught one pass for 13 yards .",0.8370076518523044
game.n.02,"In their first three games , the Longhorns have had the ball 41 times and scored 16 times , or 40 per cent their total passing yardage in three games , 447 on 30 completions in 56 attempts , is only 22 yards short of their total passing yardage in 1959 , when they made 469 on 37 completions in 86 tries .",0.8225351368101387
game.n.02,"In their first three games , the Longhorns have had the ball 41 times and scored 16 times , or 40 per cent their total passing yardage in three games , 447 on 30 completions in 56 attempts , is only 22 yards short of their total passing yardage in 1959 , when they made 469 on 37 completions in 86 tries .",0.8225351368101387
game.n.02,"Tailback James Saxton already has surpassed his rushing total for his brilliant sophomore season , when he netted 271 yards on 55 carries ; he now has 273 yards in 22 tries during three games .",0.8179320721994431
game.n.02,"Saxton has made only one second-half appearance this season and that was in the Washington State game , for four plays : he returned the kickoff 30 yards , gained five yards through the line and then uncorked a 56 - yard touchdown run before retiring to the bench .",0.8395824329209113
game.n.02,Wingback Jack Collins injured a knee in the Washington State game but insists he 'll be ready for Oklahoma .,0.8773637416252256
game.n.02,`` I think the big thing about the game was that our kids for the third straight week stayed in there pitching and kept the pressure on .,0.7933013701641007
game.n.02,Both turned in top jobs for the second straight game .,0.845428457475679
game.n.02,"The Air Force's , and the game 's , final play , was a long pass by quarterback Bob McNaughton which Gannon intercepted on his own 44 and returned 22 yards .",0.8100181789627185
game.n.02,"`` Kelsey is very doubtful for the Rice game '' , Meek said .",0.7276471114094073
game.n.02,He got hit from the blind side by the split end coming back on the second play of the game .,0.8218717403726047
game.n.02,"The game players saw the Air Force film Monday , ran for 30 minutes , then went in , while the reserves scrimmaged for 45 minutes .",0.7644628481092591
game.n.02,"Because of its important game with Arkansas coming up Saturday , Baylor worked out in the rain Monday - mud or no mud .",0.8532604259094059
game.n.02,"End Gene Raesz , who broke a hand in the Owl 's game with LSU , was back working out with Rice Monday , and John Nichols , sophomore guard , moved back into action after a week 's idleness with an ankle injury .",0.8727310509077382
game.n.02,"The Texas Aggies got a day off Monday - a special gift from Coach Jim Myers for its conference victory last Saturday night , but Myers announced that halfback George Hargett , shaken up in the Tech game , would not play against Trinity Saturday .",0.8707715691807232
game.n.02,"Buffalo coach Buster Ramsey , who has become one of the game 's greatest collectors of quarterbacks , apparently now has found a productive pair in two ex National Football Leaguers , M. C. Reynolds and Warren Rabb .",0.7634276131409273
game.n.02,"`` Our interior line and our linebackers played exceptionally well '' , said Stram Monday after he and his staff reviewed movies of the game .",0.8504281700250191
game.n.02,"The Texans won the game through ball control , with Quarterback Cotton Davidson throwing only 17 passes .",0.7999012494413077
game.n.02,Texas ' 545 - yard spree against Washington State gave the Longhorns a 3 - game total offense of 1512 yards ( 1065 rushing and 447 passing ) a new SWC high .,0.741238773377825
game.n.02,"Texas leads in per game rushing averages , 355 yards , and passing 149 ( to Baylor 's 126 ) , but idle Baylor has the best defensive record ( 187.5 yards per game to Texas ' 189 ) .",0.7993914360130332
game.n.02,"Texas leads in per game rushing averages , 355 yards , and passing 149 ( to Baylor 's 126 ) , but idle Baylor has the best defensive record ( 187.5 yards per game to Texas ' 189 ) .",0.7993914360130332
game.n.02,"A+M has the best defense against passes , 34.7 yards per game .",0.7827363233499727
game.n.02,Those Dodgers won their first 10 games and owned a 21 - 2 mark and a nine game lead by May 8 .,0.5658171001077088
game.n.01,"A Texas halfback who does n't even know the team 's plays , Eldon Moritz , ranks fourth in Southwest Conference scoring after three games .",0.7864948428300831
game.n.01,"Last year , when he worked out at halfback all season , he did n't get into a single game .",0.784174493222207
game.n.01,They now lead Louisville by a full game on top of the American Association pack .,0.7450156002019585
game.n.01,"Despite the 45 - degree weather the game was clicked off in 1 : 48 , thanks to only three bases on balls and some good infield play .",0.8502923284708042
game.n.01,"Lemon was on with his fourth single of the game , a liner to center .",0.7972047378093848
game.n.01,It was Gardner 's second run batted in of the game and his only ones of the year .,0.774911011973587
game.n.01,"Turk Lown was tagged with the loss , his second against no victories , while Ray Moore won his second game against a single loss .",0.7915588558248347
game.n.01,Jensen got only six hits in 46 at-bats for a .130 batting average in the first 12 games .,0.7462277726793322
game.n.01,But there surely can be no doubt about the slender southpaw belonging with the all time great lefthanders in the game 's history .,0.7767261583208062
