sense,sentence,centroid_cs
deviation.n.01,"There appeared to be no difference in the distribution of anti - A and anti - B activity in group O serum , though in two group O donors ( J. F. and E. M. ) only one type of agglutinin was found in the regions of low anionic binding capacity ( Figs. 1 and 2 ) .",0.8210819640350576
deviation.n.01,It is evident that many marked and striking differences exist between lungs when an inter-species comparison is made .,0.8330391998475145
deviation.n.01,"Although Miller noted in 1907 that a difference in the pleural blood supply existed between animals , nowhere in his published works is it found that he did a comparative study of the intrapulmonary features of various mammalian lungs other than in the dog and cat ( Miller , ' 13 ; ' 25 ) .",0.850716593234533
deviation.n.01,The difference between the sequence of Onset of ossification for the sexes governs the numbering sequence in Figures 3 and 4 .,0.8363718928106495
deviation.n.01,This difference is readily clarified by referring to Table 1 .,0.7905219344066369
deviation.n.01,"Obviously , very slight changes in p do not change the probabilities much , and a slight lack of independence may not make an appreciable difference .",0.8461133044725626
deviation.n.01,"With each vertex we associate certain numerical values , namely the set of positive differences in the parameter t between the vertex and its corresponding forward corner points .",0.8136266466692175
deviation.n.01,"We first define a function b ( t ) as follows : given the set of squares such that each has three corners on C and vertex at t , b ( t ) is the corresponding set of positive parametric differences between t and the backward corner points .",0.8228758764467395
deviation.n.01,"If anyone asked us , after we made the remark that the suffering was a bad thing , whether we should think it relevant to what we said to learn that the incident had never occurred and no pain had been suffered at all , we should say that it made all the difference in the world , that what we were asserting to be bad was precisely the suffering we thought had occurred back there , that if this had not occurred , there was nothing left to be bad , and that our assertion was in that case mistaken .",0.727116052418236
deviation.n.01,"`` As long as the couple is in agreement in their approach to sex , it makes little difference if one or the other dominates '' , Dr. Calderone declares .",0.7157513632798872
deviation.n.01,"Men seem almost universally to want a sense of function , that is , a feeling that their existence makes a difference to someone , living or unborn , close and immediate or generalized .",0.7520960561592267
deviation.n.01,Another effect discovered is the large coefficient of thermal diffusion tending to separate nitrogen from the oxygen when temperature differences straddling the nitrogen dissociation region are present .,0.7780477518329567
deviation.n.01,"With this enlarged role in mind , I should like to make a few suggestions : What we in the United States do or do not do will make a very large difference in what happens in the rest of the world .",0.7915933617516525
deviation.n.01,"With tone , individual differences may be greater than the linguistic contrasts which are superimposed on them .",0.796480237969005
deviation.n.01,"Pitch differences from one speaker to another , or from one emotional state to another , may far exceed the small differences between tones .",0.8097341197998812
difference.n.01,"You definitely hear some of the instruments close up and others farther back , with the difference in placement apparently more distinct than would result from the nearer instruments merely being louder than the ones farther back .",0.8660606002659007
difference.n.01,This difference is made up of many factors .,0.8587149130992312
difference.n.01,We may then dismiss the time difference between these courses and the usual four year course of the interior design student as not having serious bearing on the subject .,0.7503667958688028
difference.n.01,Does the writer know the difference between an `` ersatz '' ballad or tall tale and a true product of the folk ?,0.7677267515343972
difference.n.01,"The `` moving '' picture of the train or the wave coming at the audience is , to be sure , more intense than a still picture of the same subject , but the difference is really one of degree ; the cinematic element of time is merely used to increase the realism of an object which would still be reasonably realistic in a still photo .",0.826697719433719
difference.n.01,"It is these other differences between North and South - other , that is , than those which concern discrimination or social welfare - which I chiefly discuss herein .",0.8222606402110791
difference.n.01,"Not all the observers have used the same procedures or made the same assumptions about the lunar brightness distribution when reducing the data , and this , together with differences in the methods of calibrating the antennae and receivers , must account for much of the disagreement in the measured radio brightness temperatures .",0.8188134943344672
difference.n.01,"The constant temperature contours are much smoother than those observed at 4.3 mm by Coates ( 1959 a ) , and apparently the emission at 8 mm is not nearly so sensitive to differences in surface features .",0.8227314891098731
difference.n.01,"It is presumed that this negative head was associated with some geometric factor of the assembly , since different readings were obtained with the same fluid and the only apparent difference was the assembly and disassembly of the apparatus .",0.8466851667889743
difference.n.01,This method can be extended to include the concentration differences caused by shear fields .,0.8329880393136622
difference.n.01,"Spring used a Brush surface analyzer in a metal cleaning study and showed considerable differences in soil removal , depending upon surface roughness .",0.8576564014153899
difference.n.01,There are considerable differences between the requirements for textile and hard surface cleaning .,0.8522410412699654
difference.n.01,"The fraction of exchange was determined as the ratio of the counts / minute observed in the carbon tetrachloride to the counts / minute calculated for the carbon tetrachloride fractions for equilibrium distribution of the activity between the chlorine and carbon tetrachloride , empirically determined correction being made for the difference in counting efficiency of * * f in * * f and * * f .",0.8210188581632588
difference.n.01,Rather large differences were still found between reaction cells from different manifold fillings .,0.8758818257381187
difference.n.01,"There is a difference in the experimental arrangement , in that the U.S. microphones are attached directly to the vehicle skin while the Russian instruments are isolated from the skin .",0.8134404146930354
difference.n.01,"In the Sacramento valley in California , for instance , it has been observed that there was not one day 's difference between the emergence of the andrenas and the opening of the willow catkins .",0.7987969177985353
difference.n.01,"Certain individual giants recorded later did fail to show a reasonable difference after maturity , but it is impossible to know whether this is due to captive conditions .",0.8156466320985716
difference.n.01,"about three years are required , there being a possible slight difference between males and females in the time required .",0.866862371962674
difference.n.01,A difference between subspecies might explain the great range in size .,0.8357443950492546
difference.n.01,In snakes difference in size is a common characteristic of subspecies .,0.7765988634075479
difference.n.01,Another marked difference is noted here .,0.7916732193572169
difference.n.01,The significance of these differences has not been studied nor has the existence of corresponding physiologic differences been determined .,0.8167644632914802
difference.n.01,The significance of these differences has not been studied nor has the existence of corresponding physiologic differences been determined .,0.8167644632914802
difference.n.01,"This is especially so if the dog , cat or monkey are to be used , in view of their marked anatomical differences from man .",0.8187967282034568
difference.n.01,"It may be assumed that differences in ratings due to selection of growth centers from specific regions of the body will be small , according to existing tables of onset age and completion age for centers throughout the body .",0.8581328437265592
difference.n.01,"It is clear that there are some differences in the ratings , but there is substantial agreement .",0.8617235496251153
difference.n.01,"Specific staining by DEAE-cellulose treated * * f and * * f , although clearly distinguishable under the microscope from either nonspecific staining or autofluorescence of cells , was not satisfactorily photographed to show such differences in spite of many attempts with black and white and color photography .",0.8388186527127188
difference.n.01,"Specific differences exist in the action of different drugs belonging to the same group as , for instance , between reserpine and chlorpromazine .",0.8733252036906692
difference.n.01,"Important as these differences are , they should not obscure the basic fact that by shifting the hypothalamic balance sufficiently to the parasympathetic side , we produce depressions , whereas a shift in the opposite direction causes excitatory effects and , eventually , maniclike changes .",0.8442924504893757
difference.n.01,The fundamental differences between physiological and pathological states of parasympathetic ( and also of sympathetic ) dominance remain to be elucidated .,0.8645308215070376
difference.n.01,"The psychological incompatibility of these emotional states seems to be reflected in , or based on , this marked difference .",0.8452459435040311
difference.n.01,"Indeed we should say , on the contrary , that the accident of our later discovery made no difference whatever to the badness of the animal 's pain , that it would have been every whit as bad whether a chance passer-by happened later to discover the body and feel repugnance or not .",0.667523251801635
difference.n.01,The first argument is thus an ideal experiment in which we use the method of difference .,0.7295570007784491
difference.n.01,"Often he seems even to have been able to guess correctly , without the tracing motions , solely on the basis of qualitative differences among the blot like things which appeared in his visual experience .",0.8716675128611117
difference.n.01,"( It makes no real difference that Braque 's collage is on paper and eked out in charcoal , while Picasso 's is on canvas and eked out in oil . )",0.6650208849096115
