sense,sentence,centroid_cs
time.n.03,Caldwell 's resignation had been expected for some time .,0.7193576908897423
time.n.03,"The two top talents of the time , Mickey Mantle and Willie Mays , have hit the ball harder and more successfully so far this early season than at any period in careers which , to be frank about it , never have quite reached expectations .",0.725021734345554
time.n.03,"Instead , the audience can sit back at ease and , from the perspective of an enlightened time which no longer believes in such things , enjoy the dead seriousness with which the characters in the play take the witches and devils which are under discussion .",0.7177928214386211
time.n.03,"Too often a beginning bodybuilder has to do his training secretly either because his parents do n't want sonny-boy to `` lift all those old barbell things '' because `` you 'll stunt your growth '' or because childish taunts from his schoolmates , like `` Hey , lookit Mr. America , whaddya gonna do with all those muscles ( of which he has none at the time ) '' ?",0.6299959456938421
time.n.03,"But having lived with the disc for some time now , I find the performance less exciting than either Schnabel 's or Fleisher 's ( whose superb performance with the Budapest Quartet has still to be recorded ) and a good deal less filled with humor than Curzon 's .",0.7186216814316168
time.n.03,Inspect the site in the field during the time of the year when the area will be most heavily used for recreation .,0.5965821153342845
time.n.03,It is an understandable paradox that most American history and most American literature is today written from an essentially egocentric and isolationistic point of view at the very time America is spreading her dominion over palm and pine .,0.7339019008900383
time.n.03,Is the future of psychology akin to the rich future of physics at the time of Newton ?,0.7370274374329265
time.n.03,"Polyphosphates gave renewed life to soap products at a time when surfactants were a threat though expensive , and these same polyphosphates spelled the decline of soap usage when the synergism between polyphosphates and synthetic detergent actives was recognized and exploited .",0.7827024199295569
time.n.03,"Accordingly , if epiphyseal diaphyseal fusion occurs in this phalanx near menarche , early and late menarches might have been forecast rather precisely at the time of Onset of ossification for the 18 girls with `` same schedule '' .",0.6911471914820653
time.n.03,These societies can expect to face difficult times .,0.621426056905344
time.n.03,National leaders will have to display the highest skills of statesmanship to guide their people through times of uncertainty and confusion which destroy men 's sense of identity .,0.6078840755069521
time.n.03,"The Istiqlal was still firmly united in 1957 , but the P.D.I. ( Parti Democratique de l'Independance ) , the most important minor party at the time , objected to the Istiqlal 's predominance in the civil service and influence in Radio Maroc .",0.6944282790245206
time.n.03,"For what I express in my remark is something going on in me at the time , and that of course did not exist until I did come on the scene .",0.7239373335405693
time.n.03,Electricity plays such an important part in community life today that it is difficult to envision a time when current was not available for daily use .,0.7779944122889886
time.n.03,"Had More 's writings been wholly limited to such exercises , they would be almost as dimly remembered as those of a dozen or so other authors living in his time , whose works tenuously survive in the minds of the few hundred scholars who each decade in pursuit of their very specialized occasions read those works .",0.7526148433651
time.n.03,"Finally , the conception of the natural community of all possessions which originated with the Stoics was firmly fixed in a tradition by More 's time , although it was not accepted by all the theologian philosophers of the Middle Ages .",0.7275930255215853
time.n.03,"No sympathy or admiration for Brown could be found in the Providence Daily Post , for the editor claimed that there were a score of men in the state prison who were a thousand times more deserving of sympathy .",0.36950862277549257
time.n.03,"The `` leapfrog '' was a phenomenon of the railroad and the steam turbine , and the time when the belts of residence surrounding the old factory area were not yet blighted .",0.8103536025917574
time.n.03,"The audience did not think much of the new pastor , and what the new pastor thought of the audience he did not dare at the time to say .",0.6862178937683194
time.n.03,"Only afterwards did an act like that become meaningless , so that he would puzzle over it for days , whereas at the time it had seemed quite real .",0.6803842586649792
time.n.03,"Eugene offered Harold his car , to use at any time he cared to , and when this offer was not accepted , the armchair creaked .",0.6683204628581904
time.n.03,All of this happening in a time of their lives when their youth and their brotherhood knitted them together as no other time or circumstance could .,0.7220146836680613
time.n.03,"He was in his mid fifties at this time , long past the establishment of his name and the wish to be lionized yet once again , and it was almost a decade since he had sworn off lecturing .",0.7641659064906785
time.n.03,"He could no longer build anything , whether a private residence in his Pennsylvania county or a church in Brazil , without it being obvious that he had done it , and while here and there he was taken to task for again developing the same airy technique , they were such fanciful and sometimes even playful buildings that the public felt assured by its sense of recognition after a time , a quality of authentic uniqueness about them , which , once established by an artist as his private vision , is no longer disputable as to its other values .",0.7496046166903357
time.n.03,"The debris of his other careers was piled everywhere ; a pile of wire cages for mice from his time as a geneticist and a microscope lying on its side on the window sill , vertical steel columns wired for support to the open ceiling beams with spidery steel cantilevers jutting out into the air , masonry constructions on the floor from the time he was inventing his disastrous fireplace whose smoke would pass through a whole house , visible all the way up through wire gratings on each floor .",0.6564918386204491
time.n.03,"The debris of his other careers was piled everywhere ; a pile of wire cages for mice from his time as a geneticist and a microscope lying on its side on the window sill , vertical steel columns wired for support to the open ceiling beams with spidery steel cantilevers jutting out into the air , masonry constructions on the floor from the time he was inventing his disastrous fireplace whose smoke would pass through a whole house , visible all the way up through wire gratings on each floor .",0.6564918386204491
time.n.03,"She was forty-nine at this time , a lanky woman of breeding with an austere , narrow face which had the distinction of a steeple or some architecture that had been designed long ago for a stubborn sort of prayer .",0.6812258389415882
time.n.03,"The two men sat for some time , savoring the pleasure of escape from peril and the relief such escape brings , before they got up and left the hotel , the doctor to go to the conference house and Alex to go to the main post office .",0.5527006317177019
time.n.03,Is there any other time in which a man can live '' ?,0.745624753852014
time.n.03,"A short time later , Lieutenant Bonner stomped into the dressing room .",0.5269933328740369
time.n.03,Did not the Forerunner predict in his Time and the World Line that such a planet would be found ?,0.7701098871869935
time.n.03,"One species is restricted to statements which are neither explicit nor precise regarding a particular person , place , time or thing .",0.661925881886271
time.n.03,"The moonlit night was made for romance , and he had been looking at her soulfully for some time .",0.6389531325941319
time.n.03,"This is the force , in our time and in every other time , that urges the paranoiac and the manic-depressive to become head of a state .",0.78192328754446
time.n.03,"This is the force , in our time and in every other time , that urges the paranoiac and the manic-depressive to become head of a state .",0.78192328754446
time.n.03,"This brief resume hardly does the book justice , but I heartily recommend it to all those who are engages with the major problems of our time .",0.8148572721475117
time.n.03,At the present time the research team which pioneered this new technique is primarily interested in advancing and perfecting it .,0.7041869999381538
time.n.03,"Han 's student days were at a time when Europe was in a new intellectual ferment following the revolutions in America and in France , Germany and Italy were rising from divisive nationalisms and a strong wave of intellectual awareness was sweeping the Continent .",0.7756435236930919
time.n.03,"For prevention of ketosis , feed 1 4 pound per head daily for 6 weeks commencing at calving time .",0.6475961978780582
time.n.03,Make sure you have minimum age and time on the job requirements tied into your pension plan .,0.5906955803516222
time.n.03,Should not everyone have been awakened to it as an outstanding fact of our time that the nations poisoned by anti-Semitism proved less fortunate in regard to their own freedom than those whose citizens saved their Jewish compatriots from the transports ?,0.7779552617277343
time.n.03,They were held together by pegs and withes and in later times drawn by a single ox in thills .,0.5540795610519582
time.n.03,"He was also at this time , although not so interwoven in high politics and the rackets as Torrio and Capone , the most powerful and most dangerous mob leader in the Chicago underworld , the roughneck king .",0.7585151813808944
time.n.03,There was a question and answer gag that went around at that time : Q. `` Who 'll carry the Forty-second and Forty-third wards '' ?,0.7681224548136296
time.n.03,The guest list is in itself a little parable of the state of American civic life at this time .,0.8313862422678108
time.n.03,"Whether or not Plato 's tale of the lost continent of Atlantis is true , skeptics concede that the myth may have some foundation in a great tsunami of ancient times .",0.644357916252199
time.n.03,"So Mel Chandler set out to sell him on the spirit of Garryowen , just as he himself had been sold a short time before .",0.6390472539037254
time.n.03,A short time ago all Africa was a Western preserve .,0.6800792247564826
time.n.03,"But now we can keep it out no longer , because we have come into a time when `` it invades our experience at every moment .",0.8199180969084762
time.n.03,"The consciousness it mirrors may have come earlier to Europe than to America , but it is the consciousness that most `` mature '' societies arrive at when their successes in technological and economic systematization propel them into a time of examining the not strictly practical ends of culture .",0.7190725286269348
time.n.03,"The primary quality of that view seems , now , to have been its quietness , but that cannot at the time have impressed us .",0.6521774157449055
