sense,sentence,centroid_cs
area.n.03,"As you can see , in this Push-Pull Super Set the entire chest back shoulder area is vigorously exercised in alternate sectors by alternate exercises , so the complete torso remains pumped-up all the time !",0.806758014941553
area.n.03,"By this time Henri 's entire chest back - lat shoulder area is pumped-up to almost bursting point , and Claude takes time to do a bit more pectoral front deltoid shaping work .",0.7680782809975261
area.n.03,This area is highly susceptible to infection .,0.8092986580448186
area.n.03,"Air drifts from one area to another are , therefore , conceivable .",0.7234417383550004
area.n.03,The myocardium of the posterior base of the left ventricle was replaced by gray scar tissue over a 7.5 cm. area .,0.8155593714030309
area.n.03,"Microscopically , sections from the posterior base of the left ventricle of the heart showed several large areas of replacement of muscle by fibrous tissue .",0.8911708186404746
area.n.03,"In addition , other sections contained focal areas of recent myocardial necrosis that were infiltrated with neutrophils .",0.8633678553755345
area.n.03,"The liver weighed 2090 gm. , was brown in color , and the cut surface was mottled by irregular pale areas .",0.8380437696099066
area.n.03,The mucosa of the stomach was atrophic and irregularly blackened over a 14 cm. area .,0.8169257058848436
area.n.03,"The mucosa of the jejunum and ileum showed similar changes , and in some areas the submucosa was edematous and contained considerable numbers of neutrophils .",0.7281808768093195
area.n.03,"On the surface of the right kidney there were also 2 yellow , firm , friable raised areas measuring up to 2 cm. in diameter .",0.869908527893207
area.n.03,The marrow of the vertebral bodies was pale and showed areas of fatty replacement .,0.8285102231585458
area.n.03,"Microscopically , there were many areas of hypercellularity alternating with areas of hypocellularity .",0.8834364019670264
area.n.03,"Microscopically , there were many areas of hypercellularity alternating with areas of hypocellularity .",0.8834364019670264
area.n.03,No antigen was detectable in certain dark spherical areas in most cells .,0.8847236559027775
area.n.03,These areas are thought to represent the nuclei .,0.8499353551977046
area.n.03,Thus cortico-fugal discharges induced by topical application of strychnine to a minute area in the neocortex summate with spikes present in the hypothalamus and cause increased convulsive discharges .,0.8734042840924283
area.n.03,Drs. Howry and Holmes at the University of Colorado Medical School have applied the same sonar technique to other areas of soft tissue and have obtained extremely good results .,0.7740885144180166
area.n.03,"As mentioned before , bone reflects the sound energy and in Fig. 7 the portion of the spine shows as the black area in the center .",0.8462800108748283
area.n.01,"The husky 6 - 3 , 205 - pound lefthander , was in command all the way before an on the scene audience of only 949 and countless of television viewers in the Denver area .",0.7022933766307129
area.n.01,This rule providing for a blackout of televised baseball 30 minutes before the start of a major or minor league game in any area comes from the game 's top rulers .,0.8005365385515805
area.n.01,Inspect the site in the field during the time of the year when the area will be most heavily used for recreation .,0.853484617935187
area.n.01,"County judges , commissioners , engineers , assessors , and others who have lived in the area for a long time may have valuable knowledge regarding the site or opinions to offer from their varied professional experiences .",0.798417939204762
area.n.01,A visit to the site by a group of several persons can usually bring out new ideas or verify opinions most helpful to the planning study of any recreation area .,0.7960515347900619
area.n.01,It is too easy for the inexperienced person to make a quick judgment of a few values of the area and base a decision on these alone .,0.8554620988842779
area.n.01,The same is true of areas which at first look good because of a few existing recreation features but may actually be poor areas to develop for general public use .,0.850755128444083
area.n.01,The same is true of areas which at first look good because of a few existing recreation features but may actually be poor areas to develop for general public use .,0.850755128444083
area.n.01,"Naturally , a park site with scenic views , a good lake , trees , and sand dunes , will attract more people than a nearby area with only trees and dunes .",0.8459862165097203
area.n.01,An area on the coast may have relaxing views of the surf rolling in on a beach .,0.8064578430591276
area.n.01,Most park planners look to water frontage for basic park areas .,0.7727962903573627
area.n.01,A restricted frontage may be too crowded an area for public use .,0.7933060192113403
area.n.01,A stream which has all of its watershed within a national forest or other lands under good conservation practices is less likely to be affected by pollution than one passing through unrestricted logging or past an industrial area .,0.8237671770093409
area.n.01,"Other natural features which can be of high interest are the forests , canyons , mountains , deserts , seacoast , beaches , sand dunes , waterfalls , springs , etcetera with which the area is blessed .",0.7966273531521231
area.n.01,"Just as the national and state parks place emphasis on features which are of national or state significance , counties should seek out these features which are distinctive of their area .",0.7906408204893899
area.n.01,Animals may be present at the site or provide hunting in nearby areas .,0.8008530948020679
