sense,sentence,centroid_cs
at_least.r.01,But at least the pessimists who believed that the world organization had plunged to its death in that plane crash in the Congo have been proved wrong .,0.8544304876943704
at_least.r.01,"At least this seemed to be the working hypothesis for `` Chicago and All That Jazz '' , presented on NBC - TV Nov. 26 .",0.830752282855536
at_least.r.01,But at least it 's reassuring to see some teenagers who do n't profess to know all the answers and are thinking about their problems instead .,0.8633067624342645
at_least.r.01,"Most of the female faces are new , or at least not too familiar .",0.8502057720081673
at_least.r.01,"However , even if the latent demand for demythologization is not nearly as widespread as we are claiming , at least among the cultured elements of the population there tends to be an almost complete indifference to the church and its traditional message of sin and grace .",0.8548737284154763
at_least.r.01,"We have aligned ourselves with that `` liberal '' tradition in Protestant Christianity that counts among the great names in its history those of Schleiermacher , Ritschl , Herrmann , Harnack , and Troeltsch , and more recently , Schweitzer and the early Barth and , in part at least , Bultmann .",0.8171679699510479
at_least.r.01,"Whereas Bultmann 's `` center '' position is structurally inconsistent and is therefore indefensible on formal grounds alone , the general position of the `` right '' , as represented , say , by Karl Barth , involves the rejection or at least qualification of the demand for demythologization and so is invalidated on the material grounds we have just considered .",0.8601229530969737
at_least.r.01,"It follows , then , provided the possibilities have been exhausted , that the only real alternative is the general viewpoint of the `` left '' , which has been represented on the Continent by Fritz Buri and , to some extent at least , is found in much that is significant in American and English theology .",0.8337311949601923
at_least.r.01,"Therefore , the only conceivable alternatives are those represented , on the one hand , by the two at least apparently self-consistent but mutually exclusive positions of Buri and Barth and , on the other hand , by the third but really pseudo position ( analogous to a round square ) of Bultmann .",0.8242683362193807
at_least.r.01,"It will be recalled from the discussion in Section 7 that the position of the `` right '' , as represented by Barth , rests on the following thesis : The only tenable alternative to Bultmann 's position is a theology that ( 1 ) rejects or at least qualifies his unconditioned demand for demythologization and existential interpretation ; ( 2 ) accepts instead a special biblical hermeneutics or method of interpretation ; and ( 3 ) in so doing , frees itself to give appropriate emphasis to the event Jesus Christ by means of statements that , from Bultmann 's point of view , are mythological .",0.8490185968634774
at_least.r.01,"But it must be readily seen that the religious picture in England has so greatly changed during these hundred years as to engender hope , at least on the Catholic side .",0.9024398123414493
at_least.r.01,And yet we obviously also believe that the avoidance of the disaster depends in some obscure or at least uncertain way on the details of how we behave .,0.8475654997939142
at_least.r.01,"A. armata is much more beautiful in color , at least in the female of the species : a rich , velvety , rusty red .",0.8614409744827081
at_least.r.01,It places certain values at least beyond questioning and tampering .,0.8171611053088116
at_least.r.01,"If the patient can perceive figure kinesthetically when he cannot perceive it visually , then , it would seem , the sense of touch has immediate contact with the spatial aspects of things in independence of visual representations , at least in regard to two dimensions , and , as we shall see , even this much spatial awareness on the part of unaided touch is denied by the authors .",0.8455538210524477
at_least.r.01,"By 800 social and cultural security had been achieved , at least on a simple plane ; it was time to take bigger steps , to venture on experiments .",0.8528042324155465
at_least.r.01,"Flatness may now monopolize everything , but it is a flatness become so ambiguous and expanded as to turn into illusion itself - at least an optical if not , properly speaking , a pictorial illusion .",0.9109667999311276
at_least.r.01,"If , on the other hand , they opted for representation , it had to be representation per se - representation as image pure and simple , without connotations ( at least , without more than schematic ones ) of the three-dimensional space in which the objects represented originally existed .",0.880659450557718
at_least.r.01,"It was because of this chain-reaction as much as for any other reason - that is , because of the growing independence of the planar unit in collage as a shape - that the identity of depicted objects , or at least parts of them , re-emerged in Braque 's and Picasso 's papiers colles and continued to remain more conspicuous there - but only as flattened silhouettes - than in any of their paintings done wholly in oil before the end of 1913 .",0.8839644501655202
at_least.r.01,"This was one place where Moonan could go for a drink in a back booth without anyone noticing him , or at least coming up and hanging around and wanting to know all the low-down .",0.8844724796148968
at_least.r.01,Or at least appear to reject it !,0.8925559505137064
at_least.r.01,"Since ordinary breakfast-table conversation was impossible , it was at least something that they were able to offer Eugene the sugar bowl with their sugar in it , and the plate of bread and butter , and that Eugene could return the pitcher of hot milk to them handle first .",0.8847924344477598
at_least.r.01,At least the Union officer had been decent enough to provide a candle .,0.8107301483087503
at_least.r.01,"`` At least there is room here '' , she said .",0.8211496457075887
at_least.r.01,"`` At least you could leave it for the movers '' , Miss Ada said .",0.8059382963204577
