sense,sentence,centroid_cs
condition.n.02,This is what we mean when we say this demand must be accepted without condition .,0.7998045497199097
condition.n.02,"When we say , then , that today , in our situation , the demand for demythologization must be accepted without condition , we are simply saying that at least this much of the liberal tradition is an enduring achievement .",0.7866208065125003
condition.n.02,"And He laid down for him certain conditions : so that , if he kept the command of God , then he would always remain as he was , that is , immortal ; but if he did not , he would become mortal , melting into earth , whence his frame had been taken '' .",0.8178321032960704
condition.n.02,"These conditions man did not keep , and thus he became mortal ; yet he did not stop being human as a result .",0.7829999100374965
condition.n.02,"Now time is also the concern of the fictional narrative , which is , at its simplest , the story of an action with , usually , a beginning , a middle , and an end - elements which demand time as the first condition for their existence .",0.8166528513405013
condition.n.02,The constancy of p and the independence are the conditions most likely to give trouble in practice .,0.8429639592638034
condition.n.02,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .",0.8177857014141651
condition.n.02,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .",0.8177857014141651
condition.n.02,"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; the presence of other members of similar social and economic level is the sufficient condition .",0.8177857014141651
condition.n.02,"Once these conditions of international law are met , countries that try to run to blockade do so at their own risk .",0.8462936737791528
condition.n.02,"Essentially this imposed two conditions : First , international law had to recognize and be compatible with an international political system in which a number of states were competitive , suspicious , and opportunistic in their political alignments with one another ; second , it had to be compatible with the value system that they shared .",0.8224358558352621
condition.n.02,It was not always easy to develop theory and doctrine which would square the two conditions .,0.8262328693354523
condition.n.01,A bright sun and brisk wind had the track in a fast condition for the first time this week and 8280 St. Patty Day celebrants bet $ 842617 on the well prepared program .,0.6303827159306571
condition.n.01,"There are many possibilities , including poor circulation , a variety of neurological conditions , and functional disorders .",0.7069619524533711
condition.n.01,"This gives you a better opportunity to get the feel of the climate conditions , the exposure to the sun and wind , the water interests , etcetera , which vary greatly with the seasons .",0.8062167264105171
condition.n.01,This help is offered to applicants who ordinarily would not undertake the exploration under present conditions or circumstances at their sole expense and who are unable to obtain funds from commercial sources on reasonable terms .,0.803380093827379
condition.n.01,Radio observations of Venus and Jupiter have already supplied unexpected experimental data on the physical conditions of these planets .,0.7857324373165638
condition.n.01,"This energy transfer depends on the current , the temperature in the arc column , the anode material , and the conditions in the anode sheath .",0.794608075957171
condition.n.01,"Hence , the flow conditions at the anode of free burning arcs resemble those near a stagnation point .",0.8265746037597516
condition.n.01,"The gas flow through a plasma generator will modify these conditions ; however , the anode is still the part receiving the largest heat flux .",0.8099570246786519
condition.n.01,The purpose of the present study is to study the thermal conditions and to establish an energy balance for a transpiration cooled anode as well as the effect of blowing on the arc voltage .,0.8506127351263926
condition.n.01,"Gas injection through a porous anode ( transpiration cooling ) not only feeds back the energy transferred to the anode by the above mentioned processes , but also modifies the conditions in the arc itself .",0.8263586298158497
condition.n.01,"Large numbers of potential builders have been investigated , but none have been found to be as effective as the polyphosphates over the relatively wide range of conditions met in practice .",0.858749112015549
condition.n.01,"The charged particles then repel each other and are also repelled from the charged surface , which almost invariably bears a negative charge under washing conditions .",0.7546332830424615
condition.n.01,"Following observation of the fact that the reaction rates of supposedly identical reaction mixtures prepared on the same filling manifold and exposed under identical conditions often differed by several hundred per cent , a systematic series of experiments was undertaken to see whether the difficulty could be ascribed to the method of preparing the chlorine , to the effects of oxygen or moisture or to the effect of surface to volume ratio in the reaction tubes .",0.7810009832801305
condition.n.01,It will rise during lapse conditions .,0.8041857623250076
condition.n.01,"There are , of course , certain times during the 24 - hour daily cycle when most of these conditions will be met .",0.8551463709663529
condition.n.01,"There was a slight lapse condition , a moderate fog , and 100 per cent relative humidity .",0.7095997427540428
condition.n.01,"When paper electrophoresis was to be used for preparation , eight strips of a whole serum sample or a chromatographic fraction concentrated by negative pressure dialysis were run / chamber under the conditions described above .",0.8125465718689225
condition.n.01,Where does one find such conditions ?,0.7231777505597161
condition.n.01,"Certain individual giants recorded later did fail to show a reasonable difference after maturity , but it is impossible to know whether this is due to captive conditions .",0.8133831469556381
condition.n.01,"The anaconda proves to be the fly in the ointment , but the reason for this is not clear ; the relatively wild conditions still found in tropical South America might be responsible .",0.8383599808897196
