sense,sentence,centroid_cs
partake.v.02,Will your trade customers settle for less attention and fewer frills in return for some benefit they can share ?,0.8299438108250929
partake.v.02,"You can keep your machinery investment down by buying good secondhand machinery , by sharing the cost and upkeep of machinery with a neighbor , and by hiring someone with machinery to do certain jobs .",0.8084065976770967
partake.v.02,"The slaves never shared in their profits , while they did share , in a very real sense , in the profits of the slave owners : they were fed , clothed , doctored , and so forth ; they were the beneficiaries of responsible , paternalistic care .",0.77989097090717
partake.v.02,"The slaves never shared in their profits , while they did share , in a very real sense , in the profits of the slave owners : they were fed , clothed , doctored , and so forth ; they were the beneficiaries of responsible , paternalistic care .",0.77989097090717
partake.v.02,The manner in which this is shared among firms is taken as given .,0.7849224136058598
partake.v.02,"Last week Chicago happily found its top scholar in Caltech 's acting dean of the faculty : dynamic Geneticist George Wells Beadle , 57 , who shared the 1958 Nobel Prize in medicine and physiology for discovering how genes affect heredity by controlling cell chemistry ( Time , Cover , July 14 , 1958 ) .",0.6991353557358729
partake.v.02,"In addition to the interlibrary loan service and the children 's program , headquarters has a public relations director who seeks to get wider grassroots support for quality library service in the county ; it prepares cooperative displays ( posters , booklists , brochures , and other promotional material ) for use in member libraries ; it maintains a central exhibit collection to share displays already created and used ; and it publishes Sum and Substance , a monthly newsletter , which reports the system 's activities to the staffs and trustees of member libraries .",0.7637142699373156
partake.v.02,"The mother of a difficult child can do a great deal to help her own child and often , by sharing her experiences , she can help other mothers with the same problem .",0.8124528250197407
partake.v.02,"Since little is known about autism , and almost nothing has been written for the layman , we 'd like to share one experienced mother 's comments .",0.7806232332905608
partake.v.02,"Personally , it meant a great deal ; my only hope is that it will be shared by many , many others .",0.7869599392027293
partake.v.02,"Rudy Vallee , who shares star billing with Mr. Morse , makes only two appearances .",0.6176152876692178
partake.v.02,"He shares with Mr. Morse a parody of the college anthems he once sang while his second song is whisked away from him by Virginia Martin , a girl with a remarkably expressive yip in her voice .",0.66432898055576
partake.v.02,Only once in a very long while comes a book that gives the reader a magic sense of sharing a rare experience .,0.8422351506906652
partake.v.02,"So in these pages one can share his wonder at the traditional fiesta of St. Torpetius that still persists in St. Tropez ; at the sun and the heat of Mediterranean lands , always much brighter and hotter to an Englishman than to an American used to summers in New York or Kansas City ; at the supreme delights to be found in one of the world 's finest restaurants , La Bonne Auberge , which is situated on the seacoast twenty miles west of the Nice airport ; and at the infinite variety of London .",0.7478676925020774
partake.v.02,"For the next hour he scrambled happily up and down the ladder , sharing the excitement of reporters who had seen McKinley 's assassination , the Iroquois Theater fire in Chicago , and the Hall-Mills trial .",0.7561971191074
share.v.01,"The trio who shared the most-valuable honors were introduced by Bob Broeg , sports editor of the Post-Dispatch .",0.6941063282439379
share.v.01,"This emphasis upon death rather than sin as man 's fundamental problem Irenaeus shares with many early theologians , especially the Greek speaking ones .",0.6976087919332464
share.v.01,"The senses in each counterpart bear the impression only of phenomena that share its own frequency , whereas those upon all other frequencies are invisible , inaudible and intactible to them .",0.7686968873448905
share.v.01,Most countries in this second category share the difficulty of having many of the structures of a modern political and social system without the modern standards of performance required to make them effective .,0.7858848005850023
share.v.01,"Sensing the unseen presence of the other men in the patrol , he felt mutely united to these nine near strangers sharing this pinpoint of being with him .",0.7041204887093031
share.v.01,"Joel came and sat mutely with her , sharing her pain and anguish , averting his eyes from the ice packs on her bosom .",0.6906652008938637
share.v.01,"Now , you probably share the widespread Western belief that the Lord Buddha is the most compassionate of the gods , much more so than Jehovah and Allah and the rest .",0.7407222440502916
share.v.01,"With the return of our soldiers , it soon became apparent that the belief was not shared by the great majority of citizens .",0.745993856302956
share.v.01,"If he had been `` liquidated '' in some way , he would have become a martyr , a rallying point for people who shared his ideas .",0.7751601835029234
share.v.01,"It purported to be a reasonably serious attempt at a treatment of jazz musicians , their aims , their problems - the tug-of-war between the `` pure '' and the `` commercial '' - and seemed a promising vehicle , for the two men shared a common interest in jazz .",0.7435818223493924
share.v.01,"Hoijer 's Athabascan and my Yokuts share 71 identical meanings ( with allowance for several near synonyms like stomach belly , big large , long far , many much , die dead , say speak ) .",0.7469392422888804
share.v.01,"Essentially this imposed two conditions : First , international law had to recognize and be compatible with an international political system in which a number of states were competitive , suspicious , and opportunistic in their political alignments with one another ; second , it had to be compatible with the value system that they shared .",0.7552815873401838
share.v.01,The courts shared the opinion of the employers .,0.775971874235554
share.v.01,"Palmer 's 4 - under-par 68 got him off to an early lead , which he shared with Bob Rosburg .",0.6019329631639605
share.v.01,"Mantle , Maris , and Cerv probably share one major-league record already : Among them , they have fifteen children - eight for Cerv , four for Mantle , and three for Maris .",0.7485050046959759
share.v.01,The trees are their homes ; but the Commission does not share such sentiments .,0.8087920698731158
share.v.01,"But the guilt is shared by the United States , Britain and France , the other members of the atomic club .",0.7862208864758552
share.v.01,"Two other people in time shared Mijbil 's love : `` it remained around us three that his orb revolved when he was not away in his own imponderable world of wave and water ; we were his Trinity , and he behaved towards us with a mixture of trust and abuse , passion and irritation .",0.8204588789030361
share.v.01,"Mr. Philip Toynbee affirms at one point that if he shared the anticipations of Orwell in Nineteen Eighty-Four , if he believed Communism was not only evil but `` also irredeemably evil '' , then he might `` think it right to do anything rather than to take the risk of a communist world .",0.8326282447039293
share.v.01,"In other words , like automation machines designed to work in tandem , they shared the same programming , a mutual understanding not only of English words , but of the four stresses , pitches , and junctures that can change their meaning from black to white .",0.7886336329570602
share.v.01,"While man shares this procreative function with all his predecessors in the evolutionary process , he is the only animal with a true non-instinctive and conscious creative ability .",0.7647762743389824
share.v.01,No one asks questions about the free union of the sexes in West Venice so long as the partners share the negative attitudes of the group .,0.8310674247558477
share.v.01,"And as the Pilgrims bowed their heads in humble gratitude , they shared another feeling - the anticipation of what the future held for them and their posterity .",0.7654591423994356
share.v.02,"Twenty-one year old Milt Pappas and Jerry Walker , 22 , are scheduled to share the Oriole mound chores against the Bombers ' Art Ditmar in Sunday 's 2 P.M. encounter .",0.8040736975839367
share.v.02,The removal of Stalin 's body from the mausoleum he shared with Lenin to less distinguished quarters in the Kremlin wall is not unprecedented in history .,0.7253463000347817
share.v.02,"In types 1 , , 2 , and 3 , the bronchial artery terminates in a capillary bed shared in common with the pulmonary artery at the level of the distal bronchiole .",0.716440619694509
share.v.02,"The feeling of individual inferiority , defeat , or humilation growing out of various social situations or individual deficiencies or failures is compensated for by communion in worship or prayer with a friendly , but all-victorious Father-God , as well as by sympathetic fellowship with others who share this faith , and by opportunities in religious acts for giving vent to emotions and energies .",0.6808209706938052
share.v.02,"The two in the bed knew each other as old people know the partners with whom they have shared the same bed for many years , and they needed to say no more .",0.7828527651256655
share.v.02,"The brothers continued to help each other during their studies , sharing a joint purse , lodging together in the dormitory and dining together at the home of their aunt .",0.7994673120393458
share.v.02,Can you share medical facilities and staff with neighboring plants ?,0.8347552062464677
share.v.02,"For you do n't share him , not even with God .",0.7714224147526658
share.v.02,Mitchell decried the high rate of unemployment in the state and said the Meyner administration and the Republican-controlled State Senate `` Must share the blame for this '' .,0.7477530243655085
share.v.02,Britain began designing the ship in 1956 but got nowhere until the American government decided to end a ban on sharing military secrets with Britain that had been imposed after Fuchs blabbed .,0.7031841532970605
share.v.02,"Mantle , Maris , and Bob Cerv , a utility outfielder , share an apartment in Jamaica , Long Island , not far from New York International Airport .",0.6772940678931811
