sense,sentence,centroid_cs
frame.v.04,"After a long , hot controversy , Miller County has a new school superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in this county '' .",0.7924744813529019
frame.v.04,"Religion at its best is out in front , ever beckoning and leading on , and , as Lippman put it , `` mobilizing all man 's scattered energies in one triumphant sense of his own infinite importance '' .",0.829130298942658
frame.v.04,"This theory has been put so clearly and precisely that it deserves criticism of the same kind , and this I will do my best to supply .",0.699424478437626
frame.v.04,"And so the authors conclude : `` The conduct of the patient in his every-day life and in his work , even more than the foregoing facts [ mentioned above under 1 ] , leave positively no room for doubt that the sense of touch , in the ordinary sense of the word , was unaffected ; or , to put the same thing in physiological terms , that the performance capacity of the tactual apparatus , from the periphery up to the tactual centers in the brain , - that is , from one end to the other - was unimpaired '' .",0.7661977644471423
frame.v.04,"Lawrence could not put his finger on it precisely , and this worried him .",0.5936133728644312
frame.v.04,`` Connections '' was all he would say with that smooth hurt smile when I put leading questions .,0.6573632767509312
frame.v.04,Another put sex on a dollars and cents basis .,0.6335947516204973
frame.v.04,Robert Penn Warren puts it this way in `` Brother to Dragons '' :,0.7919167287929679
frame.v.04,"During the decade that followed , the common man , as that piece put it , grew uncomfortable as the Voice of God and fled from behind Saint Woodrow ( Wilson ) only to learn from Science , to his shocked relief that after all there was no God he had to speak for and that he was just an animal anyhow - that there was a chemical formula for him , and that too much could n't be expected of him .",0.7688464241584976
frame.v.04,One of the initial questions put to President Kennedy at his first news conference last January was about his attitude toward a meeting with Premier Khrushchev .,0.5966529003096055
frame.v.04,"The debate led to a decision that Chicago needed neither a big name nor an experienced academic administrator , but rather , as Trustee Chairman Glen A. Lloyd put it , `` a top scholar in his own right '' - a bright light to lure other top scholars to Chicago .",0.8253921217579979
frame.v.04,In this case he has put the alternatives clearly to Mr. Khrushchev for the third time .,0.7671784394373328
frame.v.04,Does it put the label of un-American or subversive on everyone with whom it disagrees politically ?,0.6473094402722358
frame.v.04,"The Jackson report will provide some of the political support Mr. Rusk will need if he is to get rid of department personnel engaged , as Sen. Jackson puts it , `` in work that does not really need doing '' .",0.8122794257250314
frame.v.04,"`` I have to see the facts '' , is the way the prince puts it .",0.792511313833204
frame.v.04,"The integrity of the office not merely requires that the Secretary General shall be , as the Charter puts it , `` the chief administrative officer of the Organization '' , but that neither he nor his staff shall seek or receive instructions from any government or any other authority `` external to the Organization '' .",0.7585489377905045
frame.v.04,"We should avoid these congestion points or , putting it another way , keep ars starting and ending on the East side of the river - on the East side .",0.6813312402582363
frame.v.04,"And then I put the question as pointedly as I could directly to Chiang Kai-shek : `` In America '' , I said , `` practically no one believes that you subjectively intend to re-enter the Mainland .",0.733460551458223
frame.v.04,"Today , as Harrison 's Principles of Internal Medicine , a standard internist 's text , puts it , `` The most common form of malnutrition is caloric excess or obesity '' .",0.8102917116339224
frame.v.04,"It has been endlessly rephrased , but I may here put it thus : at what point do the tolerant find themselves obliged to become intolerant ?",0.7657428669599413
frame.v.04,"Or put another way , the hardest missile site planned today could be destroyed by placing a one-kiloton warhead ( 1 20 th the size of those used in Hiroshima and Nagasaki ) within 100 to 200 feet of the target !",0.6508750019388398
frame.v.04,"To put it bluntly , you are getting out-moded .",0.6081355964411304
frame.v.04,As an Air Force psychiatrist put it : `` You can n't have dry runs on this one '' .,0.8523468613534144
frame.v.04,"As Wisman put it , `` They have separate pieces of the pie , and we have the whole pie .",0.8466849057463125
frame.v.04,"`` As my wife puts it '' , he said , again with a twinkle in his eyes , `` all you know is your music .",0.7924118387836135
frame.v.04,"In his Message of December 2 , 1862 , he put his purpose and his policy in these words - which I would call the Lincoln Law of Liberty-and-Union : `` In giving freedom to the slave , we assure freedom to the free '' .",0.8060815805527866
frame.v.04,"As Lipton puts it : `` The Eros is felt in the magic circle of marijuana with far greater force , as a unifying principle in human relationships , than at any other time except , perhaps , in the mutual metaphysical orgasms .",0.8239574311908417
frame.v.04,"At last , when I put it to him directly , the clerk was forced to admit that the delay in my case was unusual .",0.6928140362792189
put.v.01,"`` That permitted us to start controlling the ball right away '' , said Stram , quipping , `` I think I 'll put that play in the book '' .",0.7352432718272065
put.v.01,Al Smith 's 340 - blast over left in the fourth - his fourth homer of the campaign - tied the score and Carreon 's first major league home run in the fifth put the Sox back in front .,0.5546087325811809
put.v.01,"A double by Green , Allison 's run scoring 2 baser , an infield single by Lemon and Gardner 's solid single to center put the Twins back in front in the last of the fifth .",0.5878416532299509
put.v.01,"Thus , when the Russians sent up their first sputnik , American chagrin was human enough , and American determination to put American satellites into orbit was perfectly understandable .",0.7513992244167595
put.v.01,"The statement is often made that when Bultmann argues in this way , he `` overestimates the intellectual stumbling-block which myth is supposed to put in the way of accepting the Christian faith '' .",0.7162466135082276
put.v.01,"As soon as they are large enough to move , I put mine 9 inches apart where they are to bloom .",0.8196439197737463
put.v.01,I put a little scoop of pulverized phosphate rock or steamed bone meal into each hole with the plant .,0.8262443803743563
put.v.01,We put a light mulch over the seedlings ; now we must use a heavy one .,0.7779057101854715
put.v.01,Carroll diagnosed Mrs. Hull by taking a drop of blood from her ear and putting it on his `` radionic '' machine and twirling some knobs ( fee $ 50 ) .,0.8009860533502272
put.v.01,"He does not know whether to look up or look aside , to put his hands in his pockets or to clench them at his side , to cross the street , or to continue on the same side .",0.7254296531375048
put.v.01,"It should be possible , however , to put useful limits on the diameters of the radio sources by observing with large reflectors or with interferometers .",0.794664818519047
put.v.01,"If it is possible for an enemy to put an atomic bomb on a city , it should be equally possible to put a cloud of biological agent over that city .",0.7906221983836998
put.v.01,"If it is possible for an enemy to put an atomic bomb on a city , it should be equally possible to put a cloud of biological agent over that city .",0.7906221983836998
put.v.01,Let us put to ourselves the hypothesis that we had not come on the scene and that the rabbit never was discovered .,0.6631076909077639
put.v.01,She put the slipper neatly by its mate at the foot of the bed .,0.7781448625536636
put.v.01,"This , of course , was the sort of thing that used to take place in Southern cities - putting white houses of prostitution colored girls in colored neighborhoods and carrying them on openly .",0.7551107594598363
put.v.01,"Sonuvabitch , I can n't figure out what in hell for they went and put niggers in my squad for .",0.7508797323384876
put.v.01,Had to put my foot on it to hole it down while I cut it up fer the lob-scuse '' .,0.7684102421019802
put.v.01,It was the kind of frame that is only put around the photograph of a dead person .,0.7227235476779198
put.v.01,"The suitcases had come while they were out , and had been put in their room , the concierge said .",0.7584942908983516
put.v.01,"He spent concentrated weeks putting his two figures together : a Mary who would be young and sensitive , yet strong enough to hold her son on her lap ; and a Jesus who , though lean , was strong even in death - a look he remembered well from his experience in the dead room of Santo Spirito .",0.6713153558004881
put.v.01,They put Kate to bed and wired Jonathan and sent for the young Presbyterian minister .,0.698037877133192
put.v.01,"Putting the pieces of this mosaic together , Rector had the vague outlines of a biography .",0.6311936096977924
put.v.01,"The remarks she made about the sufferings of a lonely woman seemed so broad at first that he did n't know what to make of them , but after the sixth drink he put his arm around her and suggested that they go upstairs and look for her checkbook there .",0.711680572327513
put.v.01,`` You going to put more towels on him '' ?,0.8057606722484995
put.v.01,That 's why I only put towels on his chest and belly .,0.8078885841796667
